tfidf_sim,sbert_sim,overlap,missing_count,keyword_matches,label
0.24479657268845217,0.4520321786403656,0.16666666666666666,5,23,1
0.31057183063746385,0.5612657070159912,0.0,0,25,1
0.32313061454361225,0.5290456414222717,0.3333333333333333,2,30,1
0.18477298542793544,0.21446320414543152,0.16666666666666666,5,20,1
0.3576863910546622,0.6105420589447021,1.0,0,21,0
0.29238063376047935,0.6712005138397217,0.0,0,21,1
0.38193809549779223,0.5557968616485596,0.0,0,26,0
0.34143002815147294,0.543817400932312,0.0,0,19,1
0.22856385712406838,0.4396844804286957,0.0,0,19,1
0.5535853130320174,0.6688510775566101,0.0,1,30,1
0.24295210863709563,0.4413799047470093,0.0,0,22,0
0.34686825249437797,0.6257959008216858,0.0,0,25,1
0.31415240319793136,0.5606092214584351,1.0,0,30,1
0.22064501362946634,0.5477211475372314,0.0,0,20,1
0.3566383320247196,0.5976147055625916,0.0,0,29,1
0.36111824135516835,0.4538840651512146,0.0,0,26,1
0.20211517458882372,0.39326775074005127,0.0,0,18,1
0.39988184690500705,0.6318033933639526,0.0,0,26,0
0.11062599233748142,0.29784324765205383,1.0,0,17,0
0.24205222979737018,0.22866640985012054,0.0,0,15,0
0.6641514200146679,0.6945120692253113,0.0,1,30,1
0.255254738496425,0.2960040271282196,0.0,0,18,0
0.12718318354931293,0.2320318967103958,0.0,0,8,0
0.19191145219057182,0.48439890146255493,0.16666666666666666,5,23,1
0.24130141326642182,0.4763405919075012,0.0,0,21,1
0.40622092856920067,0.250688374042511,0.0,0,20,1
0.2107155788193887,0.4619876742362976,1.0,0,17,1
0.21791075978998586,0.36835068464279175,0.0,0,10,0
0.20348281935184936,0.5430723428726196,0.0,0,20,1
0.4718903797071254,0.5578949451446533,1.0,0,30,1
0.2196283559539069,0.4165744483470917,0.0,0,21,1
0.4814630292338903,0.5705156922340393,0.5,1,22,1
0.37328133782868483,0.6335973739624023,0.0,0,30,1
0.4432084421348015,0.4131404161453247,0.0,0,17,1
0.21278500753327573,0.2594693899154663,0.0,0,13,1
0.204941205623973,0.49593624472618103,0.0,0,22,1
0.29187831150648397,0.582103967666626,0.0,0,28,1
0.25354172450707124,0.5474662780761719,0.0,0,22,1
0.1679621327414704,0.47802138328552246,0.0,0,19,1
0.1331260171642745,0.35959237813949585,0.0,0,12,1
0.6506725881879765,0.8180575370788574,1.0,0,30,1
0.2312158377146876,0.5650458931922913,0.0,1,23,0
0.2201652436589071,0.3703574240207672,0.16666666666666666,5,24,0
0.3039939305013266,0.559017539024353,0.0,0,27,1
0.511389812667456,0.5510246157646179,0.5,1,20,1
0.7071463031316778,0.7781342267990112,1.0,0,30,1
0.26406847965513214,0.25089025497436523,0.0,0,14,1
0.31692259789027283,0.46763500571250916,0.0,0,20,0
0.12731474848058308,0.4689992070198059,0.0,0,23,1
0.5492666309443494,0.49485063552856445,0.0,0,18,0
0.2838465583185189,0.3307645320892334,0.0,0,14,0
0.28849306866911667,0.5117697715759277,0.0,0,30,1
0.1729368246380481,0.46667709946632385,0.0,0,29,1
0.43093933986973376,0.7187342047691345,0.0,0,27,1
0.2626955597459835,0.4001381993293762,0.0,0,21,0
0.16202881854522524,0.23222333192825317,0.0,0,10,0
0.4442552629233343,0.6494702100753784,0.3333333333333333,2,30,1
0.6504090683308679,0.6641343832015991,0.0,1,30,1
0.35488390366968114,0.5262005925178528,0.0,0,30,1
0.41321817191879806,0.5785013437271118,1.0,0,30,1
0.24138833440736096,0.46322211623191833,0.0,0,19,1
0.30747809285328986,0.34672415256500244,0.0,0,14,1
0.3359011660796141,0.5622999668121338,0.3333333333333333,4,24,1
0.2576434784244994,0.36870014667510986,0.0,0,16,1
0.411525399405238,0.35971689224243164,0.0,0,19,1
0.44801074909958805,0.6334995627403259,0.3333333333333333,2,30,1
0.29375173074381233,0.4896267056465149,0.16666666666666666,5,23,1
0.15542065229029048,0.433681845664978,0.0,0,21,1
0.25996095923965834,0.3944278955459595,0.16666666666666666,5,19,1
0.5571332400783628,0.516144871711731,0.5,1,25,1
0.2042774724090157,0.41900062561035156,0.0,1,22,0
0.14772442930031754,0.43790602684020996,0.0,0,20,1
0.3840783671784424,0.29785385727882385,0.0,0,17,1
0.13324707165518934,0.32539504766464233,0.0,0,11,0
0.23008818488530508,0.2836054563522339,0.0,0,13,1
0.20660064582611115,0.43215587735176086,0.0,0,10,0
0.2223910932405717,0.46904972195625305,0.0,0,17,1
0.48868825751955663,0.5453909635543823,0.3333333333333333,2,30,1
0.18340158089551598,0.4351798892021179,0.0,0,18,1
0.36888714699222486,0.5230939388275146,0.0,0,12,1
0.4592639918010684,0.6006671786308289,0.3333333333333333,4,20,1
0.3807013754578825,0.5754708647727966,1.0,0,30,1
0.24189569153130422,0.3815133571624756,0.0,0,19,1
0.3258481537759782,0.5552940964698792,0.5,1,23,1
0.4154872848847093,0.6535676717758179,0.3333333333333333,4,22,1
0.3438846578129275,0.4201909303665161,1.0,0,21,1
0.3913334442703851,0.6007777452468872,1.0,0,30,1
0.30453292568556617,0.5496537089347839,0.0,0,21,1
0.3172439288813883,0.3048921227455139,1.0,0,30,1
0.2958304733154011,0.5702438354492188,0.0,0,17,1
0.4249819295882492,0.45426568388938904,1.0,0,19,1
0.21178489501933975,0.39528658986091614,0.0,0,16,0
0.336282752275393,0.3856682777404785,0.16666666666666666,5,20,1
0.17529316025095604,0.3787112236022949,0.0,0,19,1
0.10553945434627066,0.43612292408943176,0.0,0,10,0
0.22513192408113517,0.3579668402671814,0.0,0,20,1
0.34032840927281566,0.5688477754592896,0.0,0,26,1
0.23964641354041652,0.5857453942298889,0.0,0,26,1
0.544422608052447,0.6005135178565979,0.3333333333333333,2,30,1
0.2974294535889515,0.5265384912490845,0.0,0,19,1
0.4088193357528846,0.6258084774017334,0.5,3,25,1
0.23556317081427072,0.5001766681671143,0.0,0,20,1
0.14818546796072626,0.3662075400352478,1.0,0,19,0
0.28847005102794643,0.3549741804599762,1.0,0,30,1
0.33629245401885294,0.455387145280838,0.0,0,30,1
0.21321438532059764,0.3717558979988098,0.0,0,16,1
0.15745214282889552,0.5240792632102966,0.0,0,26,1
0.40688227099170304,0.2611273527145386,0.0,0,16,1
0.29637521484467777,0.4190126657485962,0.0,0,18,0
0.13533710656124878,0.375944048166275,0.0,0,11,0
0.2030625403201863,0.47522228956222534,0.0,0,21,1
0.15842919913374182,0.25984638929367065,0.0,0,13,0
0.3588655857221929,0.503073513507843,0.0,0,30,1
0.7135581058709577,0.6261374950408936,0.0,1,30,1
0.36244146323747706,0.5420815944671631,0.5,1,23,1
0.18428139873689595,0.3985707759857178,0.0,0,21,0
0.14259643650168047,0.26615890860557556,0.0,0,13,1
0.23790719071049174,0.4419035315513611,0.0,0,26,0
0.23832504006657143,0.4122108519077301,0.16666666666666666,5,25,1
0.32411731491788026,0.42849600315093994,0.0,0,18,1
0.6411209341441306,0.5047881603240967,0.0,1,30,1
0.24373412288653235,0.3329118490219116,1.0,0,30,0
0.364340833778277,0.44099709391593933,0.0,0,27,1
0.12820109257988685,0.377047598361969,0.0,0,11,0
0.33926509806689314,0.5943946838378906,1.0,0,21,1
0.3039365984507387,0.44662830233573914,0.0,0,20,0
0.2973196744548493,0.5458360314369202,0.0,1,22,1
0.4191930150352685,0.48495280742645264,0.0,0,26,1
0.24434439347287984,0.3583897650241852,0.0,0,21,0
0.385727327404464,0.5598806142807007,0.5,1,22,1
0.16454535476003085,0.415885865688324,0.16666666666666666,5,24,1
0.2700628655108622,0.39708152413368225,0.0,0,26,0
0.2783703861425025,0.5146151185035706,1.0,0,30,1
0.22747877612514736,0.39436084032058716,0.0,0,18,1
0.27412861716219805,0.3088397681713104,0.0,0,16,0
0.32280761972485184,0.40770483016967773,0.0,0,11,1
0.27942354478115267,0.6143843531608582,0.0,0,21,1
0.18161038010112723,0.38609689474105835,0.0,0,15,1
0.24374790469587942,0.4827742278575897,0.0,0,17,1
0.23257982986847106,0.3964104950428009,0.3333333333333333,4,23,1
0.2824768674349943,0.47433632612228394,0.0,0,18,1
0.24795739147152315,0.4277840852737427,0.0,0,25,0
0.24635002207840354,0.4880615472793579,0.16666666666666666,5,24,1
0.36995292462047735,0.3402380645275116,0.0,0,19,1
0.3845223414300468,0.6249351501464844,0.0,0,27,1
0.20804791031075268,0.6189661026000977,0.0,0,26,1
0.3719149845436311,0.5346518754959106,0.0,0,26,1
0.5088440294078654,0.39689624309539795,0.0,0,19,1
0.3369590056012825,0.6003450155258179,0.0,0,19,1
0.5007280955667971,0.6514430046081543,0.0,0,30,1
0.31468569922186446,0.36348605155944824,0.0,0,16,0
0.09568096379753341,0.2302214801311493,0.0,0,8,0
0.4315502361995011,0.8300812244415283,0.0,0,27,1
0.4200254214668305,0.24582147598266602,0.0,0,19,0
0.10592936275431383,0.282484769821167,0.0,0,10,0
0.31711404234774004,0.3211674690246582,0.0,0,18,1
0.20137601556160026,0.4770888090133667,0.0,0,10,0
0.23591529001036052,0.565151572227478,0.0,0,27,1
0.28037487823502266,0.40589696168899536,0.0,0,19,1
0.20283089014572103,0.4697648286819458,0.0,0,19,1
0.6454715416784811,0.5716816186904907,0.5,1,22,0
0.25974276052220685,0.48245543241500854,1.0,0,21,0
0.18731969176554752,0.4361027479171753,0.0,0,21,0
0.3323176997368629,0.394248902797699,0.0,0,16,1
0.39879308275947273,0.365229070186615,0.0,1,30,1
0.23963690229524404,0.4677235782146454,0.0,0,20,1
0.20155484861653866,0.41875720024108887,1.0,0,24,1
0.24156596904622196,0.5474995970726013,0.0,0,19,1
0.39519296661200193,0.627158522605896,0.0,0,29,1
0.7189752177671405,0.7030714750289917,1.0,0,30,1
0.38877346354860803,0.6072053909301758,1.0,0,30,1
0.400968878811139,0.518074631690979,0.0,0,30,1
0.27074965379051974,0.39602136611938477,0.0,0,15,0
0.4204888527678231,0.5618577599525452,0.3333333333333333,2,30,1
0.16310136499526806,0.3945460915565491,0.0,0,23,1
0.41047238731977587,0.5533066987991333,1.0,0,30,1
0.18991479605024217,0.372028648853302,0.0,0,24,0
0.21086692910892257,0.4716235399246216,0.0,0,17,1
0.2074425664091241,0.1811080127954483,0.0,0,19,0
0.36587598156263607,0.6280388236045837,1.0,0,30,1
0.2080687051409489,0.4663364589214325,1.0,0,17,0
0.21350116394111707,0.5750529766082764,1.0,0,19,1
0.5940771031112358,0.6277948617935181,0.5,1,21,1
0.12027744099727772,0.3621847331523895,0.0,0,9,0
0.26723029884054406,0.5294115543365479,0.0,0,23,1
0.13291623815051795,0.6712627410888672,1.0,0,18,0
0.31548822883503486,0.5103819370269775,0.0,0,20,1
0.3642001023866681,0.5115422010421753,0.16666666666666666,5,21,1
0.1451640961111969,0.34954971075057983,0.0,0,8,0
0.3043555230019579,0.3842214345932007,0.0,0,15,0
0.3457282254323343,0.4255996346473694,1.0,0,20,0
0.511249988602833,0.42661404609680176,0.0,0,21,1
0.2667437574138923,0.5312727093696594,0.16666666666666666,5,25,1
0.272908583128506,0.5186750292778015,0.0,0,19,1
0.21584023034540473,0.36908847093582153,0.0,0,15,1
0.3428160194961846,0.4296844005584717,0.0,0,16,1
0.2575054358218243,0.5165347456932068,0.0,0,16,1
0.4832496745314288,0.6348673105239868,0.0,0,30,1
0.29668983052721654,0.49845123291015625,1.0,0,20,0
0.285448742630422,0.48007991909980774,0.0,0,27,0
0.19927897837378733,0.38200515508651733,0.0,0,16,0
0.27139096675781077,0.5341496467590332,0.0,0,26,0
0.33255663382360445,0.6271468997001648,1.0,0,23,1
0.302930964790667,0.45235884189605713,0.0,0,16,1
0.49269672317553626,0.5852625966072083,0.3333333333333333,2,30,1
0.3852535071678054,0.6790814399719238,1.0,0,22,1
0.266958112312207,0.41807734966278076,0.0,0,20,0
0.32141008431353135,0.5886518359184265,0.5,1,22,0
0.16968002242956265,0.49665331840515137,0.0,0,19,1
0.2305170100856156,0.530057430267334,1.0,0,17,1
0.2347629949183755,0.4900791049003601,0.0,0,20,1
0.3919656296327515,0.4470711946487427,0.3333333333333333,2,30,1
0.4289502606083131,0.588507890701294,1.0,0,30,1
0.2807992792969954,0.30018964409828186,0.0,0,30,1
0.5233287059907945,0.6586812138557434,1.0,0,19,0
0.2600955718237867,0.4091126322746277,0.0,0,21,0
0.4516301171065169,0.5805939435958862,0.0,1,30,1
0.3046012082413533,0.5285980701446533,0.0,0,23,1
0.2631195064066695,0.6070658564567566,0.0,0,21,1
0.23951189923918484,0.4202256202697754,0.0,0,22,0
0.2618220687194329,0.365909218788147,0.16666666666666666,5,21,1
0.11663618634109595,0.3668748438358307,0.0,0,9,1
0.7652448894613662,0.656455934047699,0.0,1,30,1
0.28691800032779463,0.6097663640975952,1.0,0,23,1
0.42994717299505314,0.40039998292922974,0.3333333333333333,2,30,1
0.2064186864210308,0.5182082653045654,0.0,0,17,1
0.44212555191182323,0.5406006574630737,0.3333333333333333,4,20,1
0.21253862762757045,0.28390705585479736,0.0,0,21,0
0.14120704617931562,0.6492408514022827,0.16666666666666666,5,22,1
0.28338585235404906,0.616205096244812,0.16666666666666666,5,24,1
0.1888861939976154,0.40641987323760986,0.0,0,24,0
0.13033973309642533,0.32099294662475586,0.0,0,11,1
0.15959671866443131,0.43442171812057495,0.0,0,11,0
0.1698598542323996,0.15626460313796997,0.16666666666666666,5,20,0
0.22217967578307846,0.3725292682647705,0.0,0,9,1
0.759427966848115,0.7665061354637146,1.0,0,30,1
0.5610723024223914,0.5640016794204712,0.0,1,30,1
0.26106198581006146,0.5810120105743408,0.0,0,30,1
0.138974256852325,0.34978944063186646,0.0,0,15,0
0.23341819513703996,0.37659943103790283,1.0,0,23,1
0.25036671935725163,0.5004722476005554,0.0,0,16,1
0.3572704023425095,0.5945018529891968,0.3333333333333333,2,30,1
0.18374907859752557,0.43452557921409607,0.0,0,19,1
0.4391719998884239,0.7107406258583069,0.0,0,22,1
0.26893715181942757,0.6388117074966431,1.0,0,23,1
0.212584353721378,0.41076624393463135,0.0,0,13,0
0.1958607097668721,0.29964679479599,0.0,0,13,0
0.32709734414964037,0.5494276285171509,0.0,1,26,1
0.37103567559015355,0.5451655387878418,0.0,1,22,1
0.2503998971800386,0.41095396876335144,0.0,0,21,1
0.26600493824286814,0.4391556680202484,0.0,0,19,0
0.1655835954755384,0.4271194338798523,0.0,0,17,1
0.5438950232035396,0.6038065552711487,1.0,0,30,1
0.24663931927141586,0.4834061563014984,0.0,0,21,0
0.1718696039409519,0.4704228639602661,0.0,0,27,1
0.12360704289307287,0.6074199676513672,0.0,0,26,1
0.199988848214533,0.4543280005455017,0.0,0,11,0
0.3223773563261541,0.6259669065475464,0.0,1,21,1
0.32747422921415914,0.5200159549713135,0.0,0,17,0
0.36253422484724107,0.6657273769378662,1.0,0,23,1
0.22560039591758083,0.512671947479248,0.0,0,29,0
0.3936691575064424,0.46738627552986145,0.0,1,22,1
0.29298657720363924,0.5192129611968994,0.0,0,20,1
0.3812863148103994,0.4258266091346741,0.0,0,27,1
0.21292946596915205,0.4828774034976959,0.0,0,22,1
0.2395118992391848,0.46581798791885376,0.0,0,21,0
0.17615273101281534,0.40739887952804565,1.0,0,19,0
0.467773246197388,0.5853859186172485,0.3333333333333333,2,30,1
0.16021707426088466,0.4679114520549774,0.0,0,18,1
0.1770379793271732,0.3758448362350464,0.0,0,11,0
0.23304599544863389,0.4526418447494507,0.0,0,16,1
0.7690591404103656,0.8432477712631226,1.0,0,30,1
0.5219766461351653,0.6164319515228271,0.5,3,22,1
0.16589589128245372,0.4052984118461609,0.0,0,18,1
0.4006193665653918,0.2841920554637909,0.0,0,21,1
0.3334333363563584,0.31531625986099243,0.0,0,20,0
0.6553427845355967,0.8222949504852295,1.0,0,30,1
0.19331441161134974,0.5067778825759888,0.0,0,17,1
0.21983234589585293,0.5368350744247437,0.0,0,21,1
0.3366055647168051,0.5919598937034607,0.0,1,21,1
0.1701898330349515,0.3435545861721039,0.0,0,8,0
0.2831169841032484,0.5203697681427002,0.0,0,28,1
0.2301272319120777,0.33072200417518616,0.0,0,21,0
0.33563456572592765,0.5375417470932007,0.0,0,29,0
0.1628617535104414,0.2484874427318573,0.0,0,19,1
0.20514349620458355,0.5243934392929077,1.0,0,17,0
0.7769914476709632,0.7948232293128967,0.5,1,21,1
0.34311634749888803,0.36856067180633545,1.0,0,22,1
0.4572092260757477,0.5864759683609009,0.0,0,28,1
0.31688737653577537,0.5113872289657593,0.16666666666666666,5,23,0
0.24642717824273327,0.40268993377685547,0.0,0,19,1
0.4422995567274369,0.6837145090103149,0.0,0,28,1
0.5042198319699635,0.41526517271995544,0.0,0,30,1
0.3360826706877867,0.2467879354953766,0.0,0,17,1
0.4007674786106693,0.6180849075317383,0.3333333333333333,2,30,1
0.3066188427742935,0.4086655378341675,0.0,0,17,1
0.2910834500459726,0.4497825503349304,0.0,0,15,1
0.2179069041677227,0.3162355422973633,0.0,0,25,1
0.48843049936086835,0.3934580087661743,0.0,1,30,1
0.5998129445531835,0.6640710830688477,0.3333333333333333,2,30,1
0.22027225567729142,0.33245378732681274,0.0,0,19,1
0.29593925273182375,0.5330687761306763,0.0,0,28,1
0.2633556813498258,0.2867180109024048,1.0,0,30,1
0.37941933611802303,0.5941978096961975,0.0,1,23,1
0.4740658207189596,0.6936305165290833,0.0,1,24,1
0.23432754288253782,0.3874855637550354,0.0,0,10,0
0.1586239300092106,0.3031248450279236,0.0,0,20,1
0.23558079667779555,0.38903674483299255,0.0,0,20,1
0.33892164369799244,0.38570594787597656,0.0,0,30,1
0.23839970508149094,0.48560795187950134,0.3333333333333333,4,25,1
0.42260570543389575,0.4375776946544647,0.0,0,21,0
0.3114756181309172,0.5142719745635986,0.0,0,24,0
0.22479956023532313,0.5173120498657227,1.0,0,19,0
0.3209737544260265,0.550678014755249,0.0,0,20,1
0.22176452687809767,0.44658204913139343,0.16666666666666666,5,25,1
0.4194498885288481,0.5313297510147095,0.0,0,18,1
0.3378445135136236,0.5709007978439331,0.0,0,20,1
0.39507741236839305,0.4451935887336731,1.0,0,20,1
0.21159502755945594,0.4387781023979187,0.0,0,18,0
0.48831926185688873,0.4476565718650818,0.0,0,17,0
0.32783037029376816,0.49895191192626953,1.0,0,20,0
0.7060683211932748,0.7797744274139404,1.0,0,30,1
0.22813187000177088,0.44854411482810974,0.0,0,23,1
0.3328734534759429,0.40051841735839844,0.3333333333333333,2,30,1
0.26272107178136683,0.6515548229217529,0.0,0,18,1
0.13002219446382152,0.38172996044158936,1.0,0,17,1
0.4688587955049876,0.6830257177352905,1.0,0,21,1
0.20608667839010147,0.3765339255332947,0.0,0,21,1
0.21467729806894342,0.6636466979980469,1.0,0,19,1
0.29022149630835137,0.5611648559570312,1.0,0,21,1
0.11814723688248155,0.2963831424713135,0.0,0,15,0
0.21961881641272096,0.7968342900276184,0.0,0,29,1
0.1462754174431645,0.2689029574394226,0.0,0,8,1
0.15279882844482995,0.34162744879722595,0.0,0,19,1
0.31600617360407113,0.42089179158210754,0.0,0,21,1
0.38314876042579327,0.5567408800125122,0.5,1,20,1
0.506233679222323,0.6830646991729736,1.0,0,30,1
0.4208346269196044,0.36026549339294434,0.0,0,30,1
0.6522183876049554,0.6749401092529297,1.0,0,30,1
0.17851604381757197,0.2974957823753357,0.0,0,18,0
0.40962157501497826,0.4769468605518341,0.0,0,30,1
0.2473537144215081,0.5225318074226379,0.0,0,18,1
0.7048843325831011,0.6689537167549133,1.0,0,30,1
0.6422754371537986,0.7012993097305298,1.0,0,30,1
0.3648948629322141,0.6076231002807617,0.0,0,25,1
0.405741659745259,0.49486711621284485,0.16666666666666666,5,20,1
0.5204173315501458,0.6589787006378174,1.0,0,30,0
0.32793747248383803,0.5274016261100769,0.0,0,21,0
0.3306948186830494,0.5716121196746826,0.16666666666666666,5,22,1
0.35839777419858165,0.5020195841789246,1.0,0,21,0
0.6579095530708126,0.7486388683319092,1.0,0,30,1
0.26590759600183766,0.44280508160591125,0.0,0,15,0
0.16371960312995246,0.4366219639778137,0.0,0,27,1
0.44052215102347686,0.6305190324783325,0.6666666666666666,2,24,1
0.1582008564579756,0.4392417073249817,0.0,0,26,1
0.3092884970740059,0.4858229458332062,0.0,0,21,1
0.21449001572476495,0.5294394493103027,0.0,0,16,1
0.20296812898391203,0.4331250786781311,0.0,0,21,0
0.294408065131657,0.5888590812683105,0.0,0,22,1
0.45114111881792207,0.6177474856376648,0.3333333333333333,2,30,1
0.4534935231235299,0.4398307800292969,0.3333333333333333,2,30,1
0.48040897296712726,0.5848487615585327,1.0,0,22,1
0.30762437819641886,0.3247527480125427,0.0,0,20,1
0.178697254012272,0.5595062375068665,0.0,0,12,1
0.3025037166641668,0.44613879919052124,0.3333333333333333,2,30,1
0.37490070409846143,0.3011583089828491,0.0,0,30,1
0.19995041706175856,0.23668622970581055,0.16666666666666666,5,19,1
0.5191070133189405,0.6057083606719971,0.5,1,22,1
0.36332391641100875,0.5273305773735046,0.0,0,21,0
0.2845157033659013,0.4611750841140747,1.0,0,23,1
0.23851481721943524,0.3581085503101349,0.0,0,17,1
